Review,y
a perfect example of rancid ,0
the adventure doesn't contain half the excitement of balto ,0
essentially a collection of bits -- and they're all naughty . ,0
a mess . the screenplay does too much meandering ,0
the screenplay by james eric ,0
before it takes a sudden turn and devolves into a bizarre sort of romantic comedy ,0
solaris is rigid and evasive in ways that soderbergh's best films ,0
seems like something american and european gay movies were doing 20 years ago . ,0
in the process of trimming the movie to an expeditious 84 minutes ,0
you can see the would-be surprises coming a mile away ,0
the characters are paper thin and the plot is so cliched and contrived that it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects . ,0
 . . . del toro maintains a dark mood that makes the film seem like something to endure instead of enjoy . ,0
the movie eventually snaps under the strain of its plot contrivances and its need to reassure . ,0
the real question this movie poses is not 'who ? ' but 'why ? ',0
now here's a sadistic bike flick that would have made vittorio de sica proud . ,0
a movie that's about as overbearing and over-the-top as the family it depicts . ,0
a movie in which laughter and self-exploitation merge into jolly soft-porn 'empowerment . ',0
occasionally interesting but essentially unpersuasive ,0
if we're to slap protagonist genevieve leplouff because she's french ,0
moretti plays giovanni ,0
alternative medicine obviously has its merits . . . but ayurveda does the field no favors . ,0
this thing works on no level whatsoever for me . ,0
it follows the basic plot trajectory of nearly every schwarzenegger film : someone crosses arnie . arnie blows things up . ,0
ice age posits a heretofore unfathomable question : is it possible for computer-generated characters to go through the motions ? ,0
an incoherent jumble of a film that's rarely as entertaining as it could have been . ,0
 . . . they missed the boat . ,0
more dutiful than enchanting . . . terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat . ,0
laconic and very stilted in its dialogue ,0
the comedy death to smoochy is a rancorous curiosity : a movie without an apparent audience . ,0
barney's ideas about creation and identity don't really seem all that profound ,0
affleck merely creates an outline for a role he still needs to grow into ,0
cinematic pyrotechnics aside ,0
the narrative is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking mystery science theater 3000 guys . ,0
nothing more or less than an outright bodice-ripper -- it should have ditched the artsy pretensions and revelled in the entertaining shallows . ,0
a living testament to the power of the eccentric and the strange . the fact that it isn't very good is almost beside the point . ,0
feels less like a cousin to blade runner than like a bottom-feeder sequel in the escape from new york series . ,0
what might have been acceptable on the printed page of iles' book does not translate well to the screen . ,0
if oscar had a category called best bad film you thought was going to be really awful but wasn't ,0
a poky and pseudo-serious exercise in sham actor workshops and an affected malaise . ,0
mediocre fable from burkina faso . ,0
fessenden has nurtured his metaphors at the expense of his narrative ,0
since the movie is based on a nicholas sparks best seller ,0
bottom-rung new jack city wannabe . ,0
fincher takes no apparent joy in making movies ,0
it's mildly amusing ,0
nicholas nickleby celebrates the human spirit with such unrelenting dickensian decency that it turned me ( horrors ! ) into scrooge . ,0
fear dot com is more frustrating than a modem that disconnects every 10 seconds . ,0
full of flatulence jokes and mild sexual references ,0
may cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists . ,0
there are just too many characters saying too many clever things and getting into too many pointless situations . where's the movie here ? ,0
a dark ,0
lacking substance and soul ,0
cassavetes thinks he's making dog day afternoon with a cause ,0
buries an interesting storyline about morality and the choices we make underneath such a mountain of clichés and borrowed images that it might more accurately be titled mr . chips off the old block . ,0
although sensitive to a fault ,0
it's so badly made on every level that i'm actually having a hard time believing people were paid to make it . ,0
without non-stop techno or the existential overtones of a kieslowski morality tale ,0
nicks ,0
'a' for creativity but comes across more as a sketch for a full-length comedy . ,0
if there's one thing this world needs less of ,0
the script kicks in ,0
[e]ventually ,0
i am sorry that i was unable to get the full brunt of the comedy . ,0
no telegraphing is too obvious or simplistic for this movie . ,0
looks and feels like a project better suited for the small screen . ,0
in its best moments ,0
indifferently implausible popcorn programmer of a movie . ,0
it's inoffensive ,0
his comedy premises are often hackneyed or just plain crude ,0
christina ricci comedy about sympathy ,0
at times ,0
they should have called it gutterball . ,0
thekids will probably stay amused at the kaleidoscope of big ,0
it's too self-important and plodding to be funny ,0
the best that can be said about the work here of scottish director ritchie . . . is that he obviously doesn't have his heart in it . ,0
less dizzying than just dizzy ,0
slick piece of cross-promotion . ,0
taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ,0
it believes it's revealing some great human truths ,0
by turns pretentious ,0
it all drags on so interminably it's like watching a miserable relationship unfold in real time . ,0
villeneuve spends too much time wallowing in bibi's generic angst ( there are a lot of shots of her gazing out windows ) . ,0
[t]here's only so much anyone can do with a florid ,0
it's another video movie photographed like a film ,0
the techno tux is good for a few laughs ,0
i got a headache watching this meaningless downer . ,0
apart from dazzling cinematography ,0
too much of the humor falls flat . ,0
detox is ultimately a pointless endeavor . ,0
van wilder doesn't bring anything new to the proverbial table ,0
the piquant story needs more dramatic meat on its bones . ,0
very special effects ,0
the plot combines the blues brothers and almost famous ( but with bears ,0
no way i can believe this load of junk . ,0
" "" roger michell ( "" notting hill "" ) directs a morality thriller . "" ",0
it's dumb ,0
there is no pleasure in watching a child suffer . just embarrassment and a vague sense of shame . ,0
the movie's accumulated force still feels like an ugly knot tightening in your stomach . but is that knot from dramatic tension or a symptom of artistic malnutrition ? ,0
even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder ,0
there's just no currency in deriding james bond for being a clichéd ,0
when the film ended ,0
full of witless jokes ,0
the film's hackneyed message is not helped by the thin characterizations ,0
the iditarod lasts for days - this just felt like it did . ,0
 it feels like an after-school special gussied up with some fancy special effects ,0
this movie is maddening . it conveys a simple message in a visual style that is willfully overwrought . ,0
should have been someone else-,0
the film is based on truth and yet there is something about it that feels incomplete ,0
why make a documentary about these marginal historical figures ? wouldn't one about their famous dad ,0
the lower your expectations ,0
rarely has leukemia looked so shimmering and benign . ,0
… is an arthritic attempt at directing by callie khouri . i had to look away - this was god awful . ,0
even in this less-than-magic kingdom ,0
velocity represents everything wrong with ''independent film'' as a commodified ,0
just one bad idea after another . ,0
because of an unnecessary and clumsy last scene ,0
though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that's potentially moving ,0
a movie that hovers somewhere between an acute character study and a trite power struggle . ,0
i can't recommend it . but it's surprisingly harmless . ,0
corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . ,0
the last 20 minutes are somewhat redeeming ,0
it's hard to like a film about a guy who is utterly unlikeable ,0
a by-the-numbers effort that won't do much to enhance the franchise . ,0
involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . ,0
overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube . ,0
it's of the quality of a lesser harrison ford movie - six days ,0
it appears that something has been lost in the translation to the screen . ,0
despite all evidence to the contrary ,0
shrewd but pointless . ,0
an unclassifiably awful study in self- and audience-abuse . ,0
sluggish ,0
this movie is something of an impostor itself ,0
hey arnold ! the movie could have been made 40 years ago ,0
this one is definitely one to skip ,0
excessive ,0
once the 50 year old benigni appears as the title character ,0
"a working class "" us vs . them "" opera that leaves no heartstring untugged and no liberal cause unplundered . ",0
if the movie succeeds in instilling a wary sense of 'there but for the grace of god ,0
there are simply too many ideas floating around -- part farce ,0
it takes a strange kind of laziness to waste the talents of robert forster ,0
we haven't seen such hilarity since say it isn't so ! ,0
expect the same-old ,0
the cold turkey would've been a far better title . ,0
the idea of 49-year-old roberto benigni playing the wooden boy pinocchio is scary enough . the reality of the new live-action pinocchio he directed ,0
the ga-zillionth airhead movie about a wife in distress who resorts to desperate measures . ,0
zaidan's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight . ,0
try as i may ,0
while it's nice to watch a movie that hasn't been focus-grouped into tedium ,0
it treats women like idiots . ,0
though catch me if you can isn't badly made ,0
just an average comedic dateflick but not a waste of time . ,0
a valueless kiddie paean to pro basketball underwritten by the nba . ,0
impostor has a handful of thrilling moments and a couple of good performances ,0
so much facile technique ,0
the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,0
the film takes the materials of human tragedy and dresses them in lovely costumes ,0
it has its moments of swaggering camaraderie ,0
almost gags on its own gore . ,0
how do you spell cliché ? ,0
it's sweet ,0
the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess's home video of their baby's birth . ,0
while [hill] has learned new tricks ,0
in the real world ,0
too much of it feels unfocused and underdeveloped . ,0
under 15 ? a giggle a minute . over age 15 ? big fat waste of time . ,0
hey arnold ! the movie is what happens when you blow up small potatoes to 10 times their natural size ,0
sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest . ,0
this is not the undisputed worst boxing movie ever ,0
you really have to wonder how on earth anyone ,0
in the end ,0
chokes on its own depiction of upper-crust decorum . ,0
well-nigh unendurable . . . though the picture strains to become cinematic poetry ,0
i thought my own watch had stopped keeping time as i slogged my way through clockstoppers . ,0
while much of the cast has charm -- especially allodi and nolden -- the performers are sunk by the film's primitive approach to the mechanics of comedy . ,0
this directorial debut from music video show-off higuchinsky is all flash . ,0
yes ,0
the twist that ends the movie is the one with the most emotional resonance ,0
the longer the movie goes ,0
while it's genuinely cool to hear characters talk about early rap records ( sugar hill gang ,0
not only unfunny ,0
care deftly captures the wonder and menace of growing up ,0
forced ,0
does little more than play an innocuous game of fill-in- the-blanks with a tragic past . ,0
k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ,0
has a long and clunky ending . . . which forces the audience to fidget through ten pseudo-serious minutes while waiting for the ending credits and the deleted scenes montage to break the audience's awkward silence,0
a ragbag of promising ideas and failed narrative ,0
whaley's determination to immerse you in sheer ,0
uncommonly stylish but equally silly . . . the picture fails to generate much suspense ,0
the entire movie is about a boring ,0
the plot convolutions ultimately add up to nothing more than jerking the audience's chain . ,0
confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it . ,0
made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,0
it's a trifle of a movie ,0
holden caulfield did it better . ,0
a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,0
oh come on . like you couldn't smell this turkey rotting from miles away . ,0
if it's seldom boring ,0
simplistic fluff-ball of whimsy . ,0
not exactly the bees knees,0
it does nothing new with the old story ,0
the kind of spectacularly misconceived enterprise that only a sophisticated cinephile could have perpetrated . ,0
makes for some truly odd ,0
the film contains no good jokes ,0
jacquot's rendering of puccini's tale of devotion and double-cross is more than just a filmed opera . in his first stab at the form ,0
chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama . ,0
it's as if you're watching a movie that was made in 1978 but not released then because it was so weak ,0
this is nothing but familiar territory . ,0
in execution ,0
one of the more irritating cartoons you will see this ,0
a broad ,0
too slow ,0
the film's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency . it's just filler . ,0
sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . ,0
utterly lacking in charm ,0
a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . ,0
scores no points for originality ,0
they takes a long time to get to its gasp-inducing ending . ,0
barely gets off the ground . ,0
even on those rare occasions when the narrator stops yammering ,0
pumpkin means to be an outrageous dark satire on fraternity life ,0
at its best ,0
from the opening scenes ,0
it takes a certain kind of horror movie to qualify as 'worse than expected ,0
on the bright side ,0
despite impeccable acting . . . and a script that takes some rather unexpected ( even ,0
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . ,0
by getting myself wrapped up in the visuals and eccentricities of many of the characters ,0
too often ,0
what's next ? the porky's revenge : ultimate edition ? ,0
dilbert without the right-on satiric humor . ,0
manages to show life in all of its banality when the intention is quite the opposite . ,0
do not see this film . ,0
minority report is exactly what the title indicates ,0
delivers the same old same old ,0
if you believe any of this ,0
"to call the other side of heaven "" appalling "" would be to underestimate just how dangerous entertainments like it can be . ",0
in exactly 89 minutes ,0
if only the story about a multi-million dollar con bothered to include the con . ,0
i'd have to say the star and director are the big problems here . ,0
without the dark spookiness of crystal lake camp ,0
it's like every bad idea that's ever gone into an after-school special compiled in one place ,0
while the resident evil games may have set new standards for thrills ,0
for close to two hours the audience is forced to endure three terminally depressed ,0
to my taste ,0
what the director can&#8217 ; t do is make either of val kilmer&#8217 ; s two personas interesting or worth caring about . ,0
in an effort ,0
it's difficult to imagine the process that produced such a script ,0
harland williams is so funny in drag he should consider permanent sex-reassignment . ,0
 . . . nothing scary here except for some awful acting and lame special effects . ,0
it's not that kung pow isn't funny some of the time -- it just isn't any funnier than bad martial arts movies are all by themselves ,0
a very long movie ,0
not an objectionable or dull film ; it merely lacks everything except good intentions . ,0
a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,0
once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors ,0
the words ,0
"what's next : "" my mother the car ? "" ",0
all the amped-up tony hawk-style stunts and thrashing rap-metal can't disguise the fact that ,0
a sequel that's much too big for its britches . ,0
so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,0
what was once original has been co-opted so frequently that it now seems pedestrian . ,0
a perplexing example of promise unfulfilled ,0
for all the writhing and wailing ,0
a coarse and stupid gross-out . ,0
a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,0
doesn't offer much besides glib soullessness ,0
there's something with potential here ,0
it's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,0
the stripped-down approach does give the film a certain timeless quality ,0
but the power of these [subjects] is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration ,0
rarely has so much money delivered so little entertainment . ,0
tries to add some spice to its quirky sentiments but the taste is all too familiar . ,0
paid in full is so stale ,0
harrison's flowers puts its heart in the right place ,0
this re-do is so dumb and so exploitative in its violence that ,0
a string of rehashed sight gags based in insipid vulgarity . ,0
the movie is dawn of the dead crossed with john carpenter's ghosts of mars ,0
basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . ,0
too restrained to be a freak show ,0
an unpredictable blend of gal-pal smart talk ,0
it's one of those baseball pictures where the hero is stoic ,0
" "" the time machine "" is a movie that has no interest in itself . it doesn't believe in itself ",0
 . . . a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,0
a morose little soap opera about three vapid ,0
the film's essentially over by the meet-cute . ,0
i'm sure if you're a hartley fan ,0
it's about following your dreams ,0
the script isn't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,0
walter hill's pulpy ,0
it has all the excitement of eating oatmeal . ,0
it's hard to know whether or not to recommend this film because for every thing it does right there's at least one and occasionally two things it gets ever so wrong . ,0
although there are several truly jolting scares ,0
i'll bet the video game is a lot more fun than the film . ,0
star trek : nemesis meekly goes where nearly every star trek movie has gone before . wince-inducing dialogue ,0
like all abstract art ,0
i don't mind having my heartstrings pulled ,0
" . . . although this idea is "" new "" the results are tired . ",0
i'm guessing the director is a magician . after all ,0
an unencouraging threefold expansion on the former mtv series ,0
the script is a dim-witted pairing of teen-speak and animal gibberish . ,0
its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ,0
for all its impressive craftsmanship ,0
don't be fooled by the impressive cast list - eye see you is pure junk . ,0
not since freddy got fingered has a major release been so painful to sit through . ,0
the documentary does little ,0
plays like a volatile and overlong w magazine fashion spread . ,0
a better title ,0
this movie seems to have been written using mad-libs . there can be no other explanation . hilariously inept and ridiculous . ,0
vera's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . ,0
[a] shapeless blob of desperate entertainment . ,0
feels too formulaic and too familiar to produce the transgressive thrills of early underground work . ,0
generic thriller junk . teens only . ,0
given how heavy-handed and portent-heavy it is ,0
a by-the-numbers patient/doctor pic that covers all the usual ground,0
a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ,0
stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time . ,0
pretension ,0
with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry's boss ,0
it's a grab bag of genres that don't add up to a whole lot of sense . ,0
movie fans ,0
[director] o'fallon manages to put some lovely pictures up on the big screen ,0
the intent is almost exactly the same [as the full monty] . all that's missing is the spontaneity ,0
no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise . ,0
even the finest chef can't make a hotdog into anything more than a hotdog ,0
there's too much falseness to the second half ,0
it's not without its pleasures ,0
miller is playing so free with emotions ,0
despite the evocative aesthetics evincing the hollow state of modern love life ,0
more maudlin than sharp . ,0
this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) ,0
it's slow -- very ,0
characters still need to function according to some set of believable and comprehensible impulses ,0
comes . . . uncomfortably close to coasting in the treads of the bicycle thief . ,0
visually rather stunning ,0
stealing harvard is evidence that the farrelly bros . -- peter and bobby -- and their brand of screen comedy are wheezing to an end ,0
there seems to be no clear path as to where the story's going ,0
if you're a wwf fan ,0
i don't think i laughed out loud once . and when you're talking about a slapstick comedy ,0
it's so mediocre ,0
slapstick buffoonery can tickle many a preschooler's fancy ,0
 . . . turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock . ,0
the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy . ,0
my reaction in a word : disappointment . his last movie was poetically romantic and full of indelible images ,0
it kinda works and qualifies as cool at times ,0
sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects ,0
intriguing documentary which is emotionally diluted by focusing on the story's least interesting subject . ,0
a non-mystery mystery . ,0
feels haphazard ,0
what an embarrassment . ,0
for each chuckle there are at least 10 complete misses ,0
in its own way ,0
i've always dreamed of attending cannes ,0
the vintage is pure '87 ,0
a workshop mentality prevails . ,0
it cannot be enjoyed ,0
pumpkin wants to have it both ways . ,0
director uwe boll and the actors provide scant reason to care in this crude '70s throwback . ,0
[w]hile long on amiable monkeys and worthy environmentalism ,0
outer-space buffs might love this film ,0
this piece of channel 5 grade trash is ,0
an occasionally funny ,0
a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance . . . ,0
it's mighty tedious for the viewer who has to contend with unpleasant characters ,0
as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum ,0
new best friend's playboy-mansion presentation of college life is laugh-out-loud ludicrous . ,0
an appalling 'ace ventura' rip-off that somehow manages to bring together kevin pollak ,0
the humor is forced and heavy-handed ,0
scorsese at his best makes gangster films that are equally lovely but also relentlessly brutal and brutally intelligent ; perdition ,0
while the script starts promisingly ,0
as the latest bid in the tv-to-movie franchise game ,0
this isn't even madonna's swept away . this is her blue lagoon . ,0
the director knows how to apply textural gloss ,0
 . . . the film suffers from a lack of humor ( something needed to balance out the violence ) . . . ,0
burns never really harnesses to full effect the energetic cast . ,0
an overemphatic ,0
has all the depth of a wading pool . ,0
this is the sort of burly action flick where one coincidence pummels another ,0
the so-inept- it's-surreal dubbing ( featuring the voices of glenn close ,0
 . . . the movie is just a plain old monster . ,0
if this disposable tissue has one wild card ,0
one long string of cliches . ,0
a noble failure . ,0
fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race . ,0
professionally speaking ,0
nelson's brutally unsentimental approach . . . sucks the humanity from the film ,0
weaves a spell over you ,0
at once half-baked and overheated . ,0
there's a solid woman- finding-herself story somewhere in here ,0
i still can't relate to stuart : he's a mouse ,0
[serry] wants to blend politics and drama ,0
by the miserable standards to which the slasher genre has sunk ,0
the only entertainment you'll derive from this choppy and sloppy affair will be from unintentional giggles – several of them . ,0
sam mendes has become valedictorian at the school for soft landings and easy ways out . ,0
lástima por schwarzenegger ,0
exactly what it claims to be -- a simple diversion for the kids . ,0
its story may be a thousand years old ,0
woefully pretentious . ,0
the problem with this film is that it lacks focus . i sympathize with the plight of these families ,0
a momentary escape from the summer heat and the sedentary doldrums that set in at this time of year . ,0
 . . . think of it as american pie on valium . ,0
dull ,0
"puportedly "" based on true events ",0
 . . . a plotline that's as lumpy as two-day old porridge . . . the filmmakers' paws ,0
 . . . irritating soul-searching garbage . ,0
it's a bad thing when a movie has about as much substance as its end credits blooper reel . ,0
with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood ,0
some of it is clever ,0
a relative letdown . ,0
better to just call it abc kiarostami . for aids and africa are nothing more than part of the scenery . ,0
no aspirations to social import inform the movie version . this is a shameless sham ,0
manages to be somewhat well-acted ,0
warmed-over hash . ,0
this rather superficial arthouse middle-brow film knows how to please a crowd ,0
it's clear the filmmakers weren't sure where they wanted their story to go ,0
as vulgar as it is banal . ,0
a puzzling experience . ,0
you wonder why enough wasn't just a music video rather than a full-length movie . ,0
the film's tone and pacing are off almost from the get-go . ,0
the talented and clever robert rodriguez perhaps put a little too much heart into his first film and didn't reserve enough for his second . ,0
more whiny downer than corruscating commentary . ,0
tambor and clayburgh make an appealing couple — he's understated and sardonic ,0
suffocated by its fussy script and uptight characters ,0
coughs and sputters on its own postmodern conceit . ,0
a wildly inconsistent emotional experience . ,0
sit through this one ,0
a sometimes tedious film . ,0
teen movies have really hit the skids . ,0
there are plot holes big enough for shamu the killer whale to swim through . ,0
 . . . plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller . ,0
nasty ,0
what is 100% missing here is a script of even the most elemental literacy ,0
does paint some memorable images . . . ,0
it uses the pain and violence of war as background material for color . ,0
just not campy enough,0
the movie ,0
it's everything you don't go to the movies for . ,0
like watching a dress rehearsal the week before the show goes up : everything's in place but something's just a little off-kilter . ,0
the affectionate loopiness that once seemed congenital to demme's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . ,0
for all its technical virtuosity ,0
american chai encourages rueful laughter at stereotypes only an indian-american would recognize . and the lesson ,0
it made me want to wrench my eyes out of my head and toss them at the screen . ,0
due to some script weaknesses and the casting of the director's brother ,0
 . . . plot holes so large and obvious a marching band might as well be stomping through them in clown clothes ,0
so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises,0
combining quick-cut editing and a blaring heavy metal much of the time ,0
dragonfly has no atmosphere ,0
works hard to establish rounded characters ,0
the action switches between past and present ,0
nonsensical ,0
instead of hiding pinocchio from critics ,0
manages to be both repulsively sadistic and mundane . ,0
a great ensemble cast can't lift this heartfelt enterprise out of the familiar . ,0
there ought to be a directing license ,0
the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . ,0
whereas last year's exemplary sexy beast seemed to revitalize the british gangster movie ,0
 . . . a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,0
green might want to hang onto that ski mask ,0
i can take infantile humor . . . but this is the sort of infantile that makes you wonder about changing the director and writer's diapers . ,0
there isn't nearly enough fun here ,0
the tale of tok ( andy lau ) ,0
directed in a paint-by-numbers manner . ,0
a cheerful enough but imminently forgettable rip-off of [besson's] earlier work . ,0
a lackluster ,0
samira makhmalbaf's new film blackboards is much like the ethos of a stream of consciousness ,0
 . . . routine ,0
late marriage's stiffness is unlikely to demonstrate the emotional clout to sweep u . s . viewers off their feet . ,0
this time mr . burns is trying something in the martin scorsese street-realist mode ,0
while there's something intrinsically funny about sir anthony hopkins saying 'get in the car ,0
it's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,0
"let's hope -- shall we ? -- that the 'true story' by which all the queen's men is allegedly "" inspired "" was a lot funnier and more deftly enacted than what's been cobbled together onscreen . ",0
is there a group of more self-absorbed women than the mother and daughters featured in this film ? i don't think so . nothing wrong with performances here ,0
there is very little dread or apprehension ,0
if you've ever entertained the notion of doing what the title of this film implies ,0
in the end ,0
adults will wish the movie were less simplistic ,0
sticky sweet sentimentality ,0
it's another stale ,0
every time you look ,0
partway through watching this saccharine ,0
the overall effect is less like a children's movie than a recruitment film for future hollywood sellouts . ,0
portentous and pretentious ,0
a fitfully amusing romp that ,0
jason x is positively anti-darwinian : nine sequels and 400 years later ,0
to say this was done better in wilder's some like it hot is like saying the sun rises in the east . ,0
at the very least ,0
the actors are appealing ,0
as 'chick flicks' go ,0
the only excitement comes when the credits finally roll and you get to leave the theater . ,0
there's no emotional pulse to solaris . with an emotional sterility to match its outer space setting ,0
it can't decide if it wants to be a mystery/thriller ,0
denis o'neill's script avoids the prime sports cliche ,0
the character of zigzag is not sufficiently developed to support a film constructed around him . ,0
one of those pictures whose promising ,0
serving sara doesn't serve up a whole lot of laughs . ,0
the most hopelessly monotonous film of the year ,0
with virtually no interesting elements for an audience to focus on ,0
stale ,0
deadeningly dull ,0
a misogynistic piece of filth that attempts to pass itself off as hip ,0
like the chelsea's denizens . . . burdette's collage-form scenario tends to over-romanticize the spiritual desolation of the struggling artiste . ,0
it's basically an overlong episode of tales from the crypt . ,0
the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . ,0
another in-your-face wallow in the lower depths made by people who have never sung those blues . ,0
shaky close-ups of turkey-on-rolls ,0
i can't quite recommend it -- it's too patched together -- but i almost can ; it's the kind of movie that makes you want to like it . ,0
complete lack of originality ,0
though perry and hurley make inspiring efforts to breathe life into the disjointed ,0
something akin to a japanese alice through the looking glass ,0
it takes talent to make a lifeless movie about the most heinous man who ever lived . ,0
on the whole ,0
the story and the friendship proceeds in such a way that you're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ,0
offers very little genuine romance and even fewer laughs . . . a sad sitcom of a movie ,0
makes for a pretty unpleasant viewing experience . ,0
the movie fails to live up to the sum of its parts . ,0
although huppert's intensity and focus has a raw exhilaration about it ,0
it showcases carvey's talent for voices ,0
bad . very bad . stultifyingly ,0
may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . ,0
if looking for a thrilling sci-fi cinematic ride ,0
not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . ,0
the result is a gaudy bag of stale candy ,0
davis . . . is so enamored of her own creation that she can't see how insufferable the character is . ,0
the man from elysian fields is a cold ,0
the messages of compassion and mercy are clearly ,0
historical dramas fused with love triangle is a well worn conceit . but this films lacks the passion required to sell the material . ,0
long time dead ? not nearly long enough . ,0
nothing more substantial than a fitfully clever doodle . ,0
a solid film . . . but more conscientious than it is truly stirring . ,0
there's not enough here to justify the almost two hours . ,0
the x potion gives the quickly named blossom ,0
perceptive in its vision of nascent industrialized world politics as a new art form ,0
verbinski implements every hack-artist trick to give us the ooky-spookies . ,0
mcconaughey's fun to watch ,0
an unwise amalgam of broadcast news and vibes . ,0
skins has a right to yawp ,0
who needs love like this ? ,0
hit and miss as far as the comedy goes and a big ole' miss in the way of story . ,0
returning aggressively to his formula of dimwitted comedy and even dimmer characters ,0
exists then as an occasionally insightful acting exercise . ,0
trite ,0
mattei is tiresomely grave and long-winded ,0
it's not original ,0
whenever its story isn't bogged down by idiocy involving the cia and a lost u . s . satellite ,0
it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ,0
a sequence of ridiculous shoot-'em-up scenes . ,0
nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . ,0
i'm just too bored to care . ,0
irwin is a man with enough charisma and audacity to carry a dozen films ,0
not a stereotype is omitted nor a cliché left unsaid . ,0
as befits its title ,0
attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ,0
it all feels like a monty python sketch gone horribly wrong . ,0
nervous breakdowns are not entertaining . ,0
scorsese doesn't give us a character worth giving a damn about . ,0
a beautifully made piece of unwatchable drivel . ,0
like being trapped at a perpetual frat party . . . how can something so gross be so boring ? ,0
this is so bad . ,0
even film silliness needs a little gravity ,0
i felt sad for lise not so much because of what happens as because she was captured by this movie when she obviously belongs in something lighter and sunnier ,0
prurient playthings aside ,0
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,0
the film flat lines when it should peak and is more missed opportunity and trifle than dark ,0
it's played in the most straight-faced fashion ,0
